Objectid ,Straat ,Type_en_merk ,Aantal ,geo_shape,geo_point_2d,neighbourhood,avg_income
6409,Michelangelolaan,Parkeerplaats Vergunning,1.0,"{""coordinates"": [5.470281419195269, 51.46433487427208], ""type"": ""Point""}","51.46433487427208, 5.470281419195269",Rapenland,"36,0"
6691,Wilhelminaplein,Parkeerplaats Vergunning,1.0,"{""coordinates"": [5.470882275623589, 51.437592638411644], ""type"": ""Point""}","51.437592638411644, 5.470882275623589",Bergen,"45,8"
6692,Wilhelminaplein,Parkeerplaats Vergunning,1.0,"{""coordinates"": [5.470969108050525, 51.437632530597305], ""type"": ""Point""}","51.437632530597305, 5.470969108050525",Bergen,"45,8"
6697,Heilige Geeststraat,Parkeerplaats Vergunning,1.0,"{""coordinates"": [5.472129305903861, 51.43782860911918], ""type"": ""Point""}","51.43782860911918, 5.472129305903861",Bergen,"45,8"
6698,Heilige Geeststraat,Parkeerplaats Vergunning,1.0,"{""coordinates"": [5.472229610030499, 51.437745772675825], ""type"": ""Point""}","51.437745772675825, 5.472229610030499",Bergen,"45,8"
6700,Heilige Geeststraat,Parkeerplaats Vergunning,1.0,"{""coordinates"": [5.472270605453865, 51.43769151854789], ""type"": ""Point""}","51.43769151854789, 5.472270605453865",Bergen,"45,8"
6703,Heilige Geeststraat,Parkeerplaats Vergunning,1.0,"{""coordinates"": [5.47255351168812, 51.43758286308087], ""type"": ""Point""}","51.43758286308087, 5.47255351168812",Bergen,"45,8"
6946,Winkelcentrum Woensel,Parkeerplaats,1.0,"{""coordinates"": [5.473462890754635, 51.468672803593826], ""type"": ""Point""}","51.468672803593826, 5.473462890754635",Winkelcentrum,"38,7"
6947,Winkelcentrum Woensel,Parkeerplaats,1.0,"{""coordinates"": [5.47349795829944, 51.46867004505851], ""type"": ""Point""}","51.46867004505851, 5.47349795829944",Winkelcentrum,"38,7"
6949,Winkelcentrum Woensel,Parkeerplaats,1.0,"{""coordinates"": [5.4735571202169115, 51.46866862593224], ""type"": ""Point""}","51.46866862593224, 5.4735571202169115",Winkelcentrum,"38,7"
6950,Winkelcentrum Woensel,Parkeerplaats,1.0,"{""coordinates"": [5.473594366089823, 51.46866859830299], ""type"": ""Point""}","51.46866859830299, 5.473594366089823",Winkelcentrum,"38,7"
6953,Winkelcentrum Woensel,Parkeerplaats,1.0,"{""coordinates"": [5.4736842112490995, 51.46866716533102], ""type"": ""Point""}","51.46866716533102, 5.4736842112490995",Winkelcentrum,"38,7"
6954,Winkelcentrum Woensel,Parkeerplaats,1.0,"{""coordinates"": [5.473710504992318, 51.46866714579874], ""type"": ""Point""}","51.46866714579874, 5.473710504992318",Winkelcentrum,"38,7"
7170,Winkelcentrum Woensel,Parkeerplaats,1.0,"{""coordinates"": [5.474350805405207, 51.46864236300456], ""type"": ""Point""}","51.46864236300456, 5.474350805405207",Winkelcentrum,"38,7"
7171,Winkelcentrum Woensel,Parkeerplaats,1.0,"{""coordinates"": [5.474387561936485, 51.4686423354884], ""type"": ""Point""}","51.4686423354884, 5.474387561936485",Winkelcentrum,"38,7"
7174,Winkelcentrum Woensel,Parkeerplaats,1.0,"{""coordinates"": [5.474482055037241, 51.46864062876223], ""type"": ""Point""}","51.46864062876223, 5.474482055037241",Winkelcentrum,"38,7"
7178,Winkelcentrum Woensel,Parkeerplaats,1.0,"{""coordinates"": [5.4746211625855175, 51.468638888476924], ""type"": ""Point""}","51.468638888476924, 5.4746211625855175",Winkelcentrum,"38,7"
7396,Lodewijk Napoleonplein,Parkeerplaats,1.0,"{""coordinates"": [5.4671127810620845, 51.4385542533467], ""type"": ""Point""}","51.4385542533467, 5.4671127810620845","Eliasterrein, Vonderkwartier","47,9"
7620,Kreugelstraat,Parkeerplaats,1.0,"{""coordinates"": [5.451773566275808, 51.44710155469196], ""type"": ""Point""}","51.44710155469196, 5.451773566275808",Schoot,"37,2"
7621,Kreugelstraat,Parkeerplaats,1.0,"{""coordinates"": [5.451863505317429, 51.44712491211302], ""type"": ""Point""}","51.44712491211302, 5.451863505317429",Schoot,"37,2"
7622,Kreugelstraat,Parkeerplaats,1.0,"{""coordinates"": [5.451948951809987, 51.44715014520367], ""type"": ""Point""}","51.44715014520367, 5.451948951809987",Schoot,"37,2"
7624,Kastanjelaan,Parkeerplaats,1.0,"{""coordinates"": [5.454096671261128, 51.44563427752732], ""type"": ""Point""}","51.44563427752732, 5.454096671261128",Schoot,"37,2"
7626,Kastanjelaan,Parkeerplaats,1.0,"{""coordinates"": [5.454267170338238, 51.445574380451525], ""type"": ""Point""}","51.445574380451525, 5.454267170338238",Schoot,"37,2"
7627,Kastanjelaan,Parkeerplaats,1.0,"{""coordinates"": [5.454371136049179, 51.445540522180565], ""type"": ""Point""}","51.445540522180565, 5.454371136049179",Schoot,"37,2"
7628,Kastanjelaan,Parkeerplaats,1.0,"{""coordinates"": [5.454433511379061, 51.44551708595116], ""type"": ""Point""}","51.44551708595116, 5.454433511379061",Schoot,"37,2"
7632,Kastanjelaan,Parkeerplaats,1.0,"{""coordinates"": [5.454766220584627, 51.44542069557758], ""type"": ""Point""}","51.44542069557758, 5.454766220584627",Schoot,"37,2"
5872,Winkelcentrum Woensel,Parkeerplaats,1.0,"{""coordinates"": [5.472935051428292, 51.46882237812515], ""type"": ""Point""}","51.46882237812515, 5.472935051428292",Winkelcentrum,"38,7"
5882,Winkelcentrum Woensel,Parkeerplaats,1.0,"{""coordinates"": [5.473274711376531, 51.46881392089287], ""type"": ""Point""}","51.46881392089287, 5.473274711376531",Winkelcentrum,"38,7"
6145,St Lambertusstraat,Parkeerplaats,1.0,"{""coordinates"": [5.471340353748392, 51.43357483816072], ""type"": ""Point""}","51.43357483816072, 5.471340353748392",Oude Spoorbaan,"37,8"
6146,St Lambertusstraat,Parkeerplaats,1.0,"{""coordinates"": [5.471308629140713, 51.43358220484058], ""type"": ""Point""}","51.43358220484058, 5.471308629140713",Oude Spoorbaan,"37,8"
6147,St Lambertusstraat,Parkeerplaats,1.0,"{""coordinates"": [5.4712722177799895, 51.43359031196898], ""type"": ""Point""}","51.43359031196898, 5.4712722177799895",Oude Spoorbaan,"37,8"
6149,St Lambertusstraat,Parkeerplaats Vergunning,1.0,"{""coordinates"": [5.471308844445036, 51.433699003532354], ""type"": ""Point""}","51.433699003532354, 5.471308844445036",Oude Spoorbaan,"37,8"
6152,St Lambertusstraat,Parkeerplaats Vergunning,1.0,"{""coordinates"": [5.471398121032091, 51.43367617066226], ""type"": ""Point""}","51.43367617066226, 5.471398121032091",Oude Spoorbaan,"37,8"
6154,St Lambertusstraat,Parkeerplaats,1.0,"{""coordinates"": [5.471247907740401, 51.43379748253906], ""type"": ""Point""}","51.43379748253906, 5.471247907740401",Oude Spoorbaan,"37,8"
6155,St Lambertusstraat,Parkeerplaats,1.0,"{""coordinates"": [5.4712102033588685, 51.43374388332611], ""type"": ""Point""}","51.43374388332611, 5.4712102033588685",Oude Spoorbaan,"37,8"
6159,St Lambertusstraat,Parkeerplaats,1.0,"{""coordinates"": [5.471112464357854, 51.43363817510878], ""type"": ""Point""}","51.43363817510878, 5.471112464357854",Oude Spoorbaan,"37,8"
6410,Michelangelolaan,Parkeerplaats Vergunning,1.0,"{""coordinates"": [5.470384981072676, 51.464334800326526], ""type"": ""Point""}","51.464334800326526, 5.470384981072676",Rapenland,"36,0"
6411,Michelangelolaan,Parkeerplaats Vergunning,1.0,"{""coordinates"": [5.470515968511235, 51.464340414463116], ""type"": ""Point""}","51.464340414463116, 5.470515968511235",Rapenland,"36,0"
6415,Rodinstraat,Parkeerplaats Vergunning,1.0,"{""coordinates"": [5.47127284794923, 51.464270174155295], ""type"": ""Point""}","51.464270174155295, 5.47127284794923",Rapenland,"36,0"
6419,Rodinstraat,Parkeerplaats Vergunning,1.0,"{""coordinates"": [5.47127995456133, 51.46399429189713], ""type"": ""Point""}","51.46399429189713, 5.47127995456133",Rapenland,"36,0"
6423,Rodinstraat,Parkeerplaats Vergunning,1.0,"{""coordinates"": [5.4712789219555775, 51.463775357748275], ""type"": ""Point""}","51.463775357748275, 5.4712789219555775",Rapenland,"36,0"
6426,Dupuislaan,Parkeerplaats Vergunning,1.0,"{""coordinates"": [5.4715646800576545, 51.46384832948893], ""type"": ""Point""}","51.46384832948893, 5.4715646800576545",Rapenland,"36,0"
6429,Dupuislaan,Parkeerplaats Vergunning,1.0,"{""coordinates"": [5.47164995700344, 51.463843828170425], ""type"": ""Point""}","51.463843828170425, 5.47164995700344",Rapenland,"36,0"
6430,Dupuislaan,Parkeerplaats Vergunning,1.0,"{""coordinates"": [5.471735243602921, 51.463843766279815], ""type"": ""Point""}","51.463843766279815, 5.471735243602921",Rapenland,"36,0"
6431,Dupuislaan,Parkeerplaats Vergunning,1.0,"{""coordinates"": [5.471820534322926, 51.463845924521884], ""type"": ""Point""}","51.463845924521884, 5.471820534322926",Rapenland,"36,0"
6433,Dupuislaan,Parkeerplaats Vergunning,1.0,"{""coordinates"": [5.472193676702545, 51.46385453083041], ""type"": ""Point""}","51.46385453083041, 5.472193676702545",Rapenland,"36,0"
6436,Dupuislaan,Parkeerplaats Vergunning,1.0,"{""coordinates"": [5.472481525724622, 51.46385875985079], ""type"": ""Point""}","51.46385875985079, 5.472481525724622",Rapenland,"36,0"
6439,Dupuislaan,Parkeerplaats Vergunning,1.0,"{""coordinates"": [5.4727409412782375, 51.463860789754314], ""type"": ""Point""}","51.463860789754314, 5.4727409412782375",Rapenland,"36,0"
6441,Dupuislaan,Parkeerplaats Vergunning,1.0,"{""coordinates"": [5.47285822272441, 51.463867362329566], ""type"": ""Point""}","51.463867362329566, 5.47285822272441",Rapenland,"36,0"
6709,Heilige Geeststraat,Parkeerplaats Vergunning,1.0,"{""coordinates"": [5.4730552799062595, 51.437305665363745], ""type"": ""Point""}","51.437305665363745, 5.4730552799062595",Bergen,"45,8"
6714,Heilige Geeststraat,Parkeerplaats Vergunning,1.0,"{""coordinates"": [5.473401614714613, 51.437171297467835], ""type"": ""Point""}","51.437171297467835, 5.473401614714613",Bergen,"45,8"
6715,Heilige Geeststraat,Parkeerplaats Vergunning,1.0,"{""coordinates"": [5.47357967043509, 51.43715689594093], ""type"": ""Point""}","51.43715689594093, 5.47357967043509",Bergen,"45,8"
6716,Heilige Geeststraat,Parkeerplaats Vergunning,1.0,"{""coordinates"": [5.47364810969621, 51.437128306988974], ""type"": ""Point""}","51.437128306988974, 5.47364810969621",Bergen,"45,8"
6721,Heilige Geeststraat,Parkeerplaats Vergunning,1.0,"{""coordinates"": [5.474556521987917, 51.43750724110274], ""type"": ""Point""}","51.43750724110274, 5.474556521987917",Bergen,"45,8"
6723,Heilige Geeststraat,Parkeerplaats Vergunning,1.0,"{""coordinates"": [5.474513311411899, 51.43746287936547], ""type"": ""Point""}","51.43746287936547, 5.474513311411899",Bergen,"45,8"
6724,Heilige Geeststraat,Parkeerplaats Vergunning,1.0,"{""coordinates"": [5.474492974637486, 51.437440697090075], ""type"": ""Point""}","51.437440697090075, 5.474492974637486",Bergen,"45,8"
6737,Heilige Geeststraat,Parkeerplaats Vergunning,1.0,"{""coordinates"": [5.474215906151284, 51.43714917265989], ""type"": ""Point""}","51.43714917265989, 5.474215906151284",Bergen,"45,8"
5887,Winkelcentrum Woensel,Parkeerplaats,1.0,"{""coordinates"": [5.473428096634263, 51.46881243214144], ""type"": ""Point""}","51.46881243214144, 5.473428096634263",Winkelcentrum,"38,7"
5889,Winkelcentrum Woensel,Parkeerplaats,1.0,"{""coordinates"": [5.4734872587561485, 51.4688110220391], ""type"": ""Point""}","51.4688110220391, 5.4734872587561485",Winkelcentrum,"38,7"
5890,Winkelcentrum Woensel,Parkeerplaats,1.0,"{""coordinates"": [5.473524513960182, 51.468808261874585], ""type"": ""Point""}","51.468808261874585, 5.473524513960182",Winkelcentrum,"38,7"
5892,Winkelcentrum Woensel,Parkeerplaats,1.0,"{""coordinates"": [5.473577101609893, 51.46880822287591], ""type"": ""Point""}","51.46880822287591, 5.473577101609893",Winkelcentrum,"38,7"
5898,Winkelcentrum Woensel,Parkeerplaats,1.0,"{""coordinates"": [5.473774319077498, 51.468803968595005], ""type"": ""Point""}","51.468803968595005, 5.473774319077498",Winkelcentrum,"38,7"
5900,Winkelcentrum Woensel,Parkeerplaats,1.0,"{""coordinates"": [5.47385319792851, 51.468802534657236], ""type"": ""Point""}","51.468802534657236, 5.47385319792851",Winkelcentrum,"38,7"
5902,Winkelcentrum Woensel,Parkeerplaats,1.0,"{""coordinates"": [5.473921139022858, 51.46880111780143], ""type"": ""Point""}","51.46880111780143, 5.473921139022858",Winkelcentrum,"38,7"
5904,Winkelcentrum Woensel,Parkeerplaats,1.0,"{""coordinates"": [5.473995642774021, 51.46879969601439], ""type"": ""Point""}","51.46879969601439, 5.473995642774021",Winkelcentrum,"38,7"
5908,Winkelcentrum Woensel,Parkeerplaats,1.0,"{""coordinates"": [5.472965647166379, 51.46877582133444], ""type"": ""Point""}","51.46877582133444, 5.472965647166379",Winkelcentrum,"38,7"
6160,St Lambertusstraat,Parkeerplaats,1.0,"{""coordinates"": [5.471097155601737, 51.43361835712809], ""type"": ""Point""}","51.43361835712809, 5.471097155601737",Oude Spoorbaan,"37,8"
6163,St Lambertusstraat,Parkeerplaats,1.0,"{""coordinates"": [5.471050038477547, 51.43356035120854], ""type"": ""Point""}","51.43356035120854, 5.471050038477547",Oude Spoorbaan,"37,8"
6164,Gestelsestraat,Parkeerplaats,1.0,"{""coordinates"": [5.47185896997649, 51.43340720078325], ""type"": ""Point""}","51.43340720078325, 5.47185896997649",Schrijversbuurt,"52,4"
6172,Gestelsestraat,Parkeerplaats,1.0,"{""coordinates"": [5.472006970656293, 51.4333504284182], ""type"": ""Point""}","51.4333504284182, 5.472006970656293",Schrijversbuurt,"52,4"
6175,Willemstraat,Parkeerplaats,1.0,"{""coordinates"": [5.4725365912383355, 51.43843087139577], ""type"": ""Point""}","51.43843087139577, 5.4725365912383355",Witte Dame,"45,1"
6187,Willemstraat,Parkeerplaats,1.0,"{""coordinates"": [5.473872017500148, 51.43831385883788], ""type"": ""Point""}","51.43831385883788, 5.473872017500148",Witte Dame,"45,1"
6190,Hof van Eden,Parkeerplaats,1.0,"{""coordinates"": [5.473929203063033, 51.433571661339954], ""type"": ""Point""}","51.433571661339954, 5.473929203063033",Schrijversbuurt,"52,4"
6193,Hof van Eden,Parkeerplaats,1.0,"{""coordinates"": [5.4740104130721585, 51.433618189101225], ""type"": ""Point""}","51.433618189101225, 5.4740104130721585",Schrijversbuurt,"52,4"
6446,Tetrodestraat,Parkeerplaats Vergunning,1.0,"{""coordinates"": [5.471169328027148, 51.46358661933193], ""type"": ""Point""}","51.46358661933193, 5.471169328027148",Rapenland,"36,0"
6449,Tramstraat,Parkeerplaats Vergunning,1.0,"{""coordinates"": [5.483398760048281, 51.43959789993923], ""type"": ""Point""}","51.43959789993923, 5.483398760048281",Binnenstad,"40,3"
6451,Tramstraat,Parkeerplaats Vergunning,1.0,"{""coordinates"": [5.483396400198581, 51.43968193339916], ""type"": ""Point""}","51.43968193339916, 5.483396400198581",Binnenstad,"40,3"
6453,Tramstraat,Parkeerplaats Vergunning,1.0,"{""coordinates"": [5.483515602782298, 51.43966597972906], ""type"": ""Point""}","51.43966597972906, 5.483515602782298",Binnenstad,"40,3"
6455,Tramstraat,Parkeerplaats Vergunning,1.0,"{""coordinates"": [5.483503074680924, 51.43974050888928], ""type"": ""Point""}","51.43974050888928, 5.483503074680924",Binnenstad,"40,3"
6456,Tramstraat,Parkeerplaats Vergunning,1.0,"{""coordinates"": [5.483500644713375, 51.43979124656574], ""type"": ""Point""}","51.43979124656574, 5.483500644713375",Binnenstad,"40,3"
6742,Heilige Geeststraat,Parkeerplaats Vergunning,1.0,"{""coordinates"": [5.474380676615796, 51.43708562977362], ""type"": ""Point""}","51.43708562977362, 5.474380676615796",Bergen,"45,8"
6748,Heilige Geeststraat,Parkeerplaats Vergunning,1.0,"{""coordinates"": [5.474482370151442, 51.437201294418266], ""type"": ""Point""}","51.437201294418266, 5.474482370151442",Bergen,"45,8"
6750,Heilige Geeststraat,Parkeerplaats Vergunning,1.0,"{""coordinates"": [5.474515402282151, 51.43722980868209], ""type"": ""Point""}","51.43722980868209, 5.474515402282151",Bergen,"45,8"
6756,Heilige Geeststraat,Parkeerplaats Vergunning,1.0,"{""coordinates"": [5.474617139018603, 51.43736767160474], ""type"": ""Point""}","51.43736767160474, 5.474617139018603",Bergen,"45,8"
5913,Winkelcentrum Woensel,Parkeerplaats,1.0,"{""coordinates"": [5.4731299936984925, 51.46877159234986], ""type"": ""Point""}","51.46877159234986, 5.4731299936984925",Winkelcentrum,"38,7"
5914,Winkelcentrum Woensel,Parkeerplaats,1.0,"{""coordinates"": [5.4731628645512815, 51.46877156808696], ""type"": ""Point""}","51.46877156808696, 5.4731628645512815",Winkelcentrum,"38,7"
5918,Winkelcentrum Woensel,Parkeerplaats,1.0,"{""coordinates"": [5.47330748250378, 51.46876872867976], ""type"": ""Point""}","51.46876872867976, 5.47330748250378",Winkelcentrum,"38,7"
5924,Winkelcentrum Woensel,Parkeerplaats,1.0,"{""coordinates"": [5.4734937528662835, 51.46876722450724], ""type"": ""Point""}","51.46876722450724, 5.4734937528662835",Winkelcentrum,"38,7"
6198,Hof van Eden,Parkeerplaats,1.0,"{""coordinates"": [5.473876815897954, 51.43369366770501], ""type"": ""Point""}","51.43369366770501, 5.473876815897954",Schrijversbuurt,"52,4"
6199,Hof van Eden,Parkeerplaats,1.0,"{""coordinates"": [5.473900960993235, 51.433708723729765], ""type"": ""Point""}","51.433708723729765, 5.473900960993235",Schrijversbuurt,"52,4"
6200,Hof van Eden,Parkeerplaats,1.0,"{""coordinates"": [5.473670468810218, 51.43355814612649], ""type"": ""Point""}","51.43355814612649, 5.473670468810218",Schrijversbuurt,"52,4"
6201,Hof van Eden,Parkeerplaats,1.0,"{""coordinates"": [5.473696816615429, 51.4335745758244], ""type"": ""Point""}","51.4335745758244, 5.473696816615429",Schrijversbuurt,"52,4"
6203,Hof van Eden,Parkeerplaats Gehandicapten,1.0,"{""coordinates"": [5.473749505677537, 51.43361153404333], ""type"": ""Point""}","51.43361153404333, 5.473749505677537",Schrijversbuurt,"52,4"
6211,Hof van Eden,Parkeerplaats,1.0,"{""coordinates"": [5.4734948670656705, 51.43344453375857], ""type"": ""Point""}","51.43344453375857, 5.4734948670656705",Schrijversbuurt,"52,4"
6212,Hof van Eden,Parkeerplaats,1.0,"{""coordinates"": [5.473527780084259, 51.43346506645149], ""type"": ""Point""}","51.43346506645149, 5.473527780084259",Schrijversbuurt,"52,4"
6464,Tramstraat,Parkeerplaats Vergunning,1.0,"{""coordinates"": [5.483364009258539, 51.43996100811975], ""type"": ""Point""}","51.43996100811975, 5.483364009258539",Binnenstad,"40,3"
6470,Tramstraat,Parkeerplaats Vergunning,1.0,"{""coordinates"": [5.483443272758815, 51.44025426010107], ""type"": ""Point""}","51.44025426010107, 5.483443272758815",Binnenstad,"40,3"
6472,Tramstraat,Parkeerplaats Vergunning,1.0,"{""coordinates"": [5.483324168860281, 51.44031777897518], ""type"": ""Point""}","51.44031777897518, 5.483324168860281",Binnenstad,"40,3"
6474,Tramstraat,Parkeerplaats Vergunning,1.0,"{""coordinates"": [5.483314295780989, 51.44044779839015], ""type"": ""Point""}","51.44044779839015, 5.483314295780989",Binnenstad,"40,3"
6477,Tramstraat,Parkeerplaats Vergunning,1.0,"{""coordinates"": [5.483430865744776, 51.440431299570484], ""type"": ""Point""}","51.440431299570484, 5.483430865744776",Binnenstad,"40,3"
6480,Tramstraat,Parkeerplaats Vergunning,1.0,"{""coordinates"": [5.4834096421408995, 51.44062481357078], ""type"": ""Point""}","51.44062481357078, 5.4834096421408995",Binnenstad,"40,3"
6481,Tramstraat,Parkeerplaats Vergunning,1.0,"{""coordinates"": [5.483281902013915, 51.44063522546995], ""type"": ""Point""}","51.44063522546995, 5.483281902013915",Binnenstad,"40,3"
6482,Tramstraat,Parkeerplaats Vergunning,1.0,"{""coordinates"": [5.483284352310457, 51.44059400049622], ""type"": ""Point""}","51.44059400049622, 5.483284352310457",Binnenstad,"40,3"
6483,Tramstraat,Parkeerplaats Vergunning,1.0,"{""coordinates"": [5.483279445032258, 51.440673279245345], ""type"": ""Point""}","51.440673279245345, 5.483279445032258",Binnenstad,"40,3"
6488,Tramstraat,Parkeerplaats Vergunning,1.0,"{""coordinates"": [5.483372886614314, 51.44081855521172], ""type"": ""Point""}","51.44081855521172, 5.483372886614314",Binnenstad,"40,3"
6490,Tramstraat,Parkeerplaats Vergunning,1.0,"{""coordinates"": [5.4833659793826, 51.440911787811096], ""type"": ""Point""}","51.440911787811096, 5.4833659793826",Binnenstad,"40,3"
6493,Tramstraat,Parkeerplaats Vergunning,1.0,"{""coordinates"": [5.483238292179491, 51.440996241990625], ""type"": ""Point""}","51.440996241990625, 5.483238292179491",Binnenstad,"40,3"
6775,Prins Hendrikstraat,Parkeerplaats Vergunning,1.0,"{""coordinates"": [5.473751254339184, 51.43645651842551], ""type"": ""Point""}","51.43645651842551, 5.473751254339184",Bergen,"45,8"
6780,Prins Hendrikstraat,Parkeerplaats Vergunning,1.0,"{""coordinates"": [5.4735779026531, 51.43654226432485], ""type"": ""Point""}","51.43654226432485, 5.4735779026531",Bergen,"45,8"
6781,Prins Hendrikstraat,Parkeerplaats Vergunning,1.0,"{""coordinates"": [5.473644909545469, 51.43656124090337], ""type"": ""Point""}","51.43656124090337, 5.473644909545469",Bergen,"45,8"
6783,Prins Hendrikstraat,Parkeerplaats Vergunning,1.0,"{""coordinates"": [5.473523263522166, 51.436624116176276], ""type"": ""Point""}","51.436624116176276, 5.473523263522166",Bergen,"45,8"
6785,Prins Hendrikstraat,Parkeerplaats Vergunning,1.0,"{""coordinates"": [5.473444171019877, 51.43665271384946], ""type"": ""Point""}","51.43665271384946, 5.473444171019877",Bergen,"45,8"
6786,Prins Hendrikstraat,Parkeerplaats Vergunning,1.0,"{""coordinates"": [5.473389441655335, 51.43668700123793], ""type"": ""Point""}","51.43668700123793, 5.473389441655335",Bergen,"45,8"
6789,Prins Hendrikstraat,Parkeerplaats Vergunning,1.0,"{""coordinates"": [5.473018248104199, 51.436788114061784], ""type"": ""Point""}","51.436788114061784, 5.473018248104199",Bergen,"45,8"
6791,Prins Hendrikstraat,Parkeerplaats Vergunning,1.0,"{""coordinates"": [5.473155240843685, 51.43679181787708], ""type"": ""Point""}","51.43679181787708, 5.473155240843685",Bergen,"45,8"
6799,Smitsstraat,Parkeerplaats Vergunning,1.0,"{""coordinates"": [5.472677215467523, 51.436973523607065], ""type"": ""Point""}","51.436973523607065, 5.472677215467523",Bergen,"45,8"
6801,Smitsstraat,Parkeerplaats Vergunning,1.0,"{""coordinates"": [5.472738181197611, 51.43701723837689], ""type"": ""Point""}","51.43701723837689, 5.472738181197611",Bergen,"45,8"
6807,Smitsstraat,Parkeerplaats Vergunning,1.0,"{""coordinates"": [5.4721724638806375, 51.43728211482415], ""type"": ""Point""}","51.43728211482415, 5.4721724638806375",Bergen,"45,8"
5929,Winkelcentrum Woensel,Parkeerplaats,1.0,"{""coordinates"": [5.473655911765881, 51.46876299640327], ""type"": ""Point""}","51.46876299640327, 5.473655911765881",Winkelcentrum,"38,7"
5931,Winkelcentrum Woensel,Parkeerplaats,1.0,"{""coordinates"": [5.473721653458314, 51.468762947571925], ""type"": ""Point""}","51.468762947571925, 5.473721653458314",Winkelcentrum,"38,7"
5934,Kleine Berg,Parkeerplaats,1.0,"{""coordinates"": [5.474238795975444, 51.43606204823761], ""type"": ""Point""}","51.43606204823761, 5.474238795975444",Bergen,"45,8"
5936,Kleine Berg,Parkeerplaats,1.0,"{""coordinates"": [5.474181226332676, 51.436016482741294], ""type"": ""Point""}","51.436016482741294, 5.474181226332676",Bergen,"45,8"
5942,Kleine Berg,Parkeerplaats,1.0,"{""coordinates"": [5.473865021321259, 51.43569106793493], ""type"": ""Point""}","51.43569106793493, 5.473865021321259",Bergen,"45,8"
5943,Kleine Berg,Parkeerplaats,1.0,"{""coordinates"": [5.473823644319903, 51.43565980916152], ""type"": ""Point""}","51.43565980916152, 5.473823644319903",Bergen,"45,8"
5944,Kleine Berg,Parkeerplaats,1.0,"{""coordinates"": [5.473782280255487, 51.43562775936043], ""type"": ""Point""}","51.43562775936043, 5.473782280255487",Bergen,"45,8"
5945,Kleine Berg,Parkeerplaats,1.0,"{""coordinates"": [5.473733381457494, 51.435588668026014], ""type"": ""Point""}","51.435588668026014, 5.473733381457494",Bergen,"45,8"
5946,Bergstraat,Parkeerplaats Vergunning,1.0,"{""coordinates"": [5.475810174038086, 51.437083935478874], ""type"": ""Point""}","51.437083935478874, 5.475810174038086",Bergen,"45,8"
5950,Bergstraat,Parkeerplaats Vergunning,1.0,"{""coordinates"": [5.476067594379399, 51.43692915201519], ""type"": ""Point""}","51.43692915201519, 5.476067594379399",Bergen,"45,8"
5952,Bergstraat,Parkeerplaats Vergunning,1.0,"{""coordinates"": [5.476169304755008, 51.43686413114785], ""type"": ""Point""}","51.43686413114785, 5.476169304755008",Bergen,"45,8"
5954,Bergstraat,Parkeerplaats Vergunning,1.0,"{""coordinates"": [5.476459817996616, 51.43663008635324], ""type"": ""Point""}","51.43663008635324, 5.476459817996616",Bergen,"45,8"
5959,Bergstraat,Parkeerplaats,1.0,"{""coordinates"": [5.476764844150101, 51.43637655120656], ""type"": ""Point""}","51.43637655120656, 5.476764844150101",Bergen,"45,8"
6214,Hof van Eden,Parkeerplaats,1.0,"{""coordinates"": [5.472861625429409, 51.43364918831502], ""type"": ""Point""}","51.43364918831502, 5.472861625429409",Schrijversbuurt,"52,4"
6216,Hof van Eden,Parkeerplaats Afgekruist,1.0,"{""coordinates"": [5.472916388003381, 51.433618999977874], ""type"": ""Point""}","51.433618999977874, 5.472916388003381",Schrijversbuurt,"52,4"
6218,Hof van Eden,Parkeerplaats,1.0,"{""coordinates"": [5.4729711284017455, 51.43358470380655], ""type"": ""Point""}","51.43358470380655, 5.4729711284017455",Schrijversbuurt,"52,4"
6219,Hof van Eden,Parkeerplaats,1.0,"{""coordinates"": [5.472997414105632, 51.43356823515568], ""type"": ""Point""}","51.43356823515568, 5.472997414105632",Schrijversbuurt,"52,4"
6220,Hof van Eden,Parkeerplaats,1.0,"{""coordinates"": [5.473012737672501, 51.433557266662795], ""type"": ""Point""}","51.433557266662795, 5.473012737672501",Schrijversbuurt,"52,4"
6236,Hof van Eden,Parkeerplaats,1.0,"{""coordinates"": [5.47340164053097, 51.432662255464756], ""type"": ""Point""}","51.432662255464756, 5.47340164053097",Schrijversbuurt,"52,4"
6239,Hof van Eden,Parkeerplaats,1.0,"{""coordinates"": [5.4734822551959805, 51.43275251394524], ""type"": ""Point""}","51.43275251394524, 5.4734822551959805",Schrijversbuurt,"52,4"
6241,Hof van Eden,Parkeerplaats,1.0,"{""coordinates"": [5.473589393515492, 51.43268632275593], ""type"": ""Point""}","51.43268632275593, 5.473589393515492",Schrijversbuurt,"52,4"
6243,Kreugelstraat,Parkeerplaats,1.0,"{""coordinates"": [5.452068412655596, 51.44725704467197], ""type"": ""Point""}","51.44725704467197, 5.452068412655596",Schoot,"37,2"
6496,Tramstraat,Parkeerplaats Afgekruist,1.0,"{""coordinates"": [5.4833451092679635, 51.44112045725386], ""type"": ""Point""}","51.44112045725386, 5.4833451092679635",Binnenstad,"40,3"
6497,Tramstraat,Parkeerplaats Vergunning,1.0,"{""coordinates"": [5.483645569595737, 51.44107995838317], ""type"": ""Point""}","51.44107995838317, 5.483645569595737",Binnenstad,"40,3"
